#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PIMREG	CCNB1	9606.ENSP00000250056	9606.ENSP00000256442	0	0	0	0	0.443	0	0	0.456	0.684
PIMREG	CEP55	9606.ENSP00000250056	9606.ENSP00000360540	0	0	0	0	0.511	0	0	0.383	0.685
PIMREG	BIRC5	9606.ENSP00000250056	9606.ENSP00000301633	0	0	0	0	0.547	0	0	0.341	0.689
PIMREG	CDCA5	9606.ENSP00000250056	9606.ENSP00000275517	0	0	0	0	0.472	0	0	0.440	0.691
PIMREG	NUF2	9606.ENSP00000250056	9606.ENSP00000271452	0	0	0	0	0.411	0	0	0.509	0.698
PIMREG	CDC20	9606.ENSP00000250056	9606.ENSP00000361540	0	0	0	0	0.570	0.091	0	0.374	0.734
PIMREG	AURKB	9606.ENSP00000250056	9606.ENSP00000313950	0	0	0	0	0.652	0	0	0.276	0.737
PIMREG	CDK1	9606.ENSP00000250056	9606.ENSP00000378699	0	0	0	0	0.485	0	0	0.530	0.748
PIMREG	CCNB2	9606.ENSP00000250056	9606.ENSP00000288207	0	0	0	0	0.465	0	0	0.559	0.754
PIMREG	BUB1	9606.ENSP00000250056	9606.ENSP00000302530	0	0	0	0	0.504	0	0	0.595	0.790
PIMREG	CDCA3	9606.ENSP00000250056	9606.ENSP00000442068	0	0	0	0	0.673	0	0	0.513	0.834
PIMREG	CENPA	9606.ENSP00000250056	9606.ENSP00000336868	0	0	0	0	0.783	0	0	0.395	0.863
PLK1	ZW10	9606.ENSP00000300093	9606.ENSP00000200135	0	0	0	0	0.076	0	0.500	0.397	0.697
PLK1	HAUS4	9606.ENSP00000300093	9606.ENSP00000206474	0	0	0	0	0.141	0	0.500	0.159	0.607
PLK1	CDC6	9606.ENSP00000300093	9606.ENSP00000209728	0	0	0	0	0.328	0.292	0	0.631	0.809
PLK1	VRK1	9606.ENSP00000300093	9606.ENSP00000216639	0	0	0	0	0.226	0	0	0.383	0.502
PLK1	AURKA	9606.ENSP00000300093	9606.ENSP00000216911	0	0	0	0.741	0.902	0.690	0.500	0.840	0.997
PLK1	STAG2	9606.ENSP00000300093	9606.ENSP00000218089	0	0	0	0	0.115	0.435	0.500	0.353	0.817
PLK1	OIP5	9606.ENSP00000300093	9606.ENSP00000220514	0	0	0	0	0.374	0.133	0	0.311	0.593
PLK1	FBXO5	9606.ENSP00000300093	9606.ENSP00000229758	0	0	0	0	0.271	0.525	0.750	0.785	0.978
PLK1	NEK9	9606.ENSP00000300093	9606.ENSP00000238616	0	0	0	0.612	0.074	0.301	0.750	0.219	0.856
PLK1	NCAPH	9606.ENSP00000300093	9606.ENSP00000240423	0	0	0	0	0.568	0.091	0	0.417	0.751
PLK1	HAUS3	9606.ENSP00000300093	9606.ENSP00000243706	0	0	0	0	0.109	0	0.500	0.148	0.587
PLK1	CDC25B	9606.ENSP00000300093	9606.ENSP00000245960	0	0	0	0	0.167	0.139	0.900	0.706	0.976
PLK1	KNSTRN	9606.ENSP00000300093	9606.ENSP00000249776	0	0	0	0	0.472	0.133	0	0.317	0.660
PLK1	PIMREG	9606.ENSP00000300093	9606.ENSP00000250056	0	0	0	0	0.372	0	0	0.090	0.404
PLK1	NCAPG	9606.ENSP00000300093	9606.ENSP00000251496	0	0	0	0	0.444	0	0	0.470	0.693
PLK1	HAUS8	9606.ENSP00000300093	9606.ENSP00000253669	0	0	0	0	0.140	0	0.500	0.246	0.647
PLK1	CCNA1	9606.ENSP00000300093	9606.ENSP00000255465	0	0	0	0	0.401	0	0	0.787	0.866
PLK1	CCNB1	9606.ENSP00000300093	9606.ENSP00000256442	0	0	0	0	0.781	0.588	0.900	0.982	0.999
PLK1	USP37	9606.ENSP00000300093	9606.ENSP00000258399	0	0	0	0	0.042	0.292	0	0.222	0.426
PLK1	DCTN3	9606.ENSP00000300093	9606.ENSP00000259632	0	0	0	0	0.048	0	0.800	0.144	0.822
PLK1	KIF23	9606.ENSP00000300093	9606.ENSP00000260363	0	0	0	0	0.592	0.378	0.750	0.836	0.988
PLK1	HAUS2	9606.ENSP00000300093	9606.ENSP00000260372	0	0	0	0	0.074	0	0.500	0	0.517
PLK1	KIF11	9606.ENSP00000300093	9606.ENSP00000260731	0	0	0	0	0.644	0.071	0	0.776	0.919
PLK1	NDC80	9606.ENSP00000300093	9606.ENSP00000261597	0	0	0	0	0.473	0.296	0.720	0.589	0.951
PLK1	ANAPC5	9606.ENSP00000300093	9606.ENSP00000261819	0	0	0	0	0.082	0	0.500	0.255	0.628
PLK1	CLASP1	9606.ENSP00000300093	9606.ENSP00000263710	0	0	0	0	0.050	0.091	0.800	0.375	0.877
PLK1	SGO1	9606.ENSP00000300093	9606.ENSP00000263753	0	0	0	0	0.389	0.294	0.800	0.728	0.973
PLK1	CUL3	9606.ENSP00000300093	9606.ENSP00000264414	0	0	0	0	0.064	0.314	0	0.562	0.694
PLK1	CENPE	9606.ENSP00000300093	9606.ENSP00000265148	0	0	0	0	0.506	0.066	0.800	0.787	0.977
PLK1	SPDL1	9606.ENSP00000300093	9606.ENSP00000265295	0	0	0	0	0.362	0	0.800	0.203	0.889
PLK1	ANLN	9606.ENSP00000300093	9606.ENSP00000265748	0	0	0	0	0.392	0	0	0.531	0.703
PLK1	CDK2	9606.ENSP00000300093	9606.ENSP00000266970	0	0	0	0.628	0.368	0.150	0	0.558	0.742
PLK1	KIF2B	9606.ENSP00000300093	9606.ENSP00000268919	0	0	0	0	0.141	0.077	0.800	0.520	0.913
PLK1	NUF2	9606.ENSP00000300093	9606.ENSP00000271452	0	0	0	0	0.512	0	0.500	0.491	0.865
PLK1	DYNC1LI1	9606.ENSP00000300093	9606.ENSP00000273130	0	0	0	0	0.049	0	0.500	0.139	0.555
PLK1	CENPC	9606.ENSP00000300093	9606.ENSP00000273853	0	0	0	0	0.054	0	0.500	0.359	0.670
PLK1	CDCA5	9606.ENSP00000300093	9606.ENSP00000275517	0	0	0	0	0.454	0.292	0.500	0.511	0.893
PLK1	CEP164	9606.ENSP00000300093	9606.ENSP00000278935	0	0	0	0	0	0.048	0.800	0.412	0.878
PLK1	HAUS1	9606.ENSP00000300093	9606.ENSP00000282058	0	0	0	0	0.124	0	0.500	0.201	0.619
PLK1	SPC25	9606.ENSP00000300093	9606.ENSP00000282074	0	0	0	0	0.454	0	0.500	0.241	0.774
PLK1	SKA1	9606.ENSP00000300093	9606.ENSP00000285116	0	0	0	0	0.472	0	0.800	0.452	0.937
PLK1	SMC2	9606.ENSP00000300093	9606.ENSP00000286398	0	0	0	0	0.305	0.247	0.500	0.133	0.743
PLK1	BUB1B	9606.ENSP00000300093	9606.ENSP00000287598	0	0	0	0	0.838	0.845	0.720	0.932	0.999
PLK1	CCNB2	9606.ENSP00000300093	9606.ENSP00000288207	0	0	0	0	0.680	0.278	0.900	0.844	0.995
PLK1	MIS18A	9606.ENSP00000300093	9606.ENSP00000290130	0	0	0	0	0.217	0.374	0	0.358	0.657
PLK1	MAD2L1	9606.ENSP00000300093	9606.ENSP00000296509	0	0	0	0	0.542	0.294	0.500	0.635	0.933
PLK1	RAD21	9606.ENSP00000300093	9606.ENSP00000297338	0	0	0	0	0.213	0.514	0.500	0.512	0.894
PLK1	WAPL	9606.ENSP00000300093	9606.ENSP00000298767	0	0	0	0	0.076	0.133	0.500	0.526	0.785
PLK1	ZC3HC1	9606.ENSP00000300093	9606.ENSP00000351052	0	0	0	0	0.092	0.329	0	0.097	0.402
PLK1	HELLS	9606.ENSP00000300093	9606.ENSP00000377601	0	0	0	0	0.281	0.061	0	0.192	0.408
PLK1	PSRC1	9606.ENSP00000300093	9606.ENSP00000358925	0	0	0	0	0.347	0	0	0.182	0.443
PLK1	RCC1	9606.ENSP00000300093	9606.ENSP00000497402	0	0	0	0	0.222	0	0	0.327	0.454
PLK1	CETN1	9606.ENSP00000300093	9606.ENSP00000319052	0	0	0	0	0	0.042	0	0.453	0.454
PLK1	SMC5	9606.ENSP00000300093	9606.ENSP00000354957	0	0	0	0	0.103	0.247	0	0.263	0.459
PLK1	CCNG2	9606.ENSP00000300093	9606.ENSP00000315743	0	0	0	0	0.200	0.177	0	0.246	0.460
PLK1	RNF8	9606.ENSP00000300093	9606.ENSP00000362578	0	0	0	0	0.042	0.126	0	0.411	0.463
PLK1	CCNG1	9606.ENSP00000300093	9606.ENSP00000344635	0	0	0	0	0.200	0.177	0	0.266	0.475
PLK1	HAUS7	9606.ENSP00000300093	9606.ENSP00000359230	0	0	0	0	0.049	0	0.500	0	0.504
PLK1	MASTL	9606.ENSP00000300093	9606.ENSP00000365107	0	0	0	0.557	0.182	0.256	0	0.255	0.507
PLK1	RBBP8	9606.ENSP00000300093	9606.ENSP00000382628	0	0	0	0	0.134	0.189	0	0.355	0.508
PLK1	AURKC	9606.ENSP00000300093	9606.ENSP00000302898	0	0	0	0.768	0.248	0.212	0	0.251	0.517
PLK1	BIRC6	9606.ENSP00000300093	9606.ENSP00000393596	0	0	0	0	0.123	0.431	0	0.124	0.525
PLK1	SEPTIN2	9606.ENSP00000300093	9606.ENSP00000479861	0	0	0	0	0.067	0.109	0.400	0.165	0.528
PLK1	MIS12	9606.ENSP00000300093	9606.ENSP00000370557	0	0	0	0	0.057	0	0.500	0.088	0.532
PLK1	MPLKIP	9606.ENSP00000300093	9606.ENSP00000304553	0	0	0	0	0.056	0.165	0	0.460	0.537
PLK1	TIMELESS	9606.ENSP00000300093	9606.ENSP00000450607	0	0	0	0	0.205	0.292	0	0.245	0.538
PLK1	BOD1L2	9606.ENSP00000300093	9606.ENSP00000467843	0	0	0	0	0	0	0.540	0	0.540
PLK1	PMF1	9606.ENSP00000300093	9606.ENSP00000357256	0	0	0	0	0.106	0	0.500	0.077	0.551
PLK1	NSL1	9606.ENSP00000300093	9606.ENSP00000355944	0	0	0	0	0.108	0	0.500	0.078	0.553
PLK1	HAUS5	9606.ENSP00000300093	9606.ENSP00000439056	0	0	0	0	0.120	0	0.500	0.100	0.569
PLK1	ANAPC16	9606.ENSP00000300093	9606.ENSP00000477760	0	0	0	0	0	0	0.500	0.177	0.570
PLK1	TRIOBP	9606.ENSP00000300093	9606.ENSP00000496394	0	0	0	0	0.042	0.292	0	0.417	0.570
PLK1	NUP43	9606.ENSP00000300093	9606.ENSP00000342262	0	0	0	0	0.122	0	0.500	0.101	0.571
PLK1	KIF20B	9606.ENSP00000300093	9606.ENSP00000360793	0	0	0	0	0.321	0.127	0	0.337	0.573
PLK1	NEDD9	9606.ENSP00000300093	9606.ENSP00000368759	0	0	0	0	0.053	0.292	0	0.422	0.578
PLK1	ANAPC15	9606.ENSP00000300093	9606.ENSP00000437360	0	0	0	0	0.083	0	0.500	0.189	0.595
PLK1	FAM83D	9606.ENSP00000300093	9606.ENSP00000481465	0	0	0	0	0.393	0	0	0.366	0.599
PLK1	ITGB3BP	9606.ENSP00000300093	9606.ENSP00000360133	0	0	0	0	0.072	0	0.500	0.214	0.603
PLK1	NUP37	9606.ENSP00000300093	9606.ENSP00000448054	0	0	0	0	0.183	0.048	0.500	0.099	0.603
PLK1	CDC26	9606.ENSP00000300093	9606.ENSP00000363322	0	0	0	0	0	0	0.500	0.245	0.606
PLK1	NCAPD2	9606.ENSP00000300093	9606.ENSP00000325017	0	0	0	0	0.370	0	0	0.405	0.609
PLK1	ANAPC2	9606.ENSP00000300093	9606.ENSP00000314004	0	0.008	0	0	0.067	0.184	0.500	0.125	0.622
PLK1	ANAPC4	9606.ENSP00000300093	9606.ENSP00000426654	0	0	0	0	0.080	0.098	0.500	0.212	0.629
PLK1	KLHL21	9606.ENSP00000300093	9606.ENSP00000366886	0	0	0	0	0	0.292	0	0.516	0.642
PLK1	ANAPC11	9606.ENSP00000300093	9606.ENSP00000349957	0	0	0	0	0	0.098	0.500	0.294	0.653
PLK1	SEH1L	9606.ENSP00000300093	9606.ENSP00000382779	0	0	0	0	0.100	0.142	0.500	0.218	0.657
PLK1	ANAPC7	9606.ENSP00000300093	9606.ENSP00000394394	0	0	0	0	0.056	0.166	0.500	0.246	0.663
PLK1	PPP2R2D	9606.ENSP00000300093	9606.ENSP00000399970	0	0	0	0	0	0.225	0	0.586	0.665
PLK1	CDK3	9606.ENSP00000300093	9606.ENSP00000410561	0	0	0	0.641	0.297	0.150	0	0.487	0.667
PLK1	KIF18B	9606.ENSP00000300093	9606.ENSP00000465992	0	0	0	0	0.489	0.066	0	0.384	0.681
PLK1	PDS5B	9606.ENSP00000300093	9606.ENSP00000313851	0	0	0	0	0.088	0.101	0.500	0.318	0.683
PLK1	ANAPC10	9606.ENSP00000300093	9606.ENSP00000478501	0	0	0	0	0.100	0	0.500	0.357	0.685
PLK1	CENPS	9606.ENSP00000300093	9606.ENSP00000308583	0	0	0	0	0.063	0	0.500	0.410	0.700
PLK1	ASPM	9606.ENSP00000300093	9606.ENSP00000356379	0	0	0	0	0.455	0.091	0	0.451	0.704
PLK1	CDCA2	9606.ENSP00000300093	9606.ENSP00000328228	0	0	0	0	0.558	0	0	0.399	0.723
PLK1	KIFC1	9606.ENSP00000300093	9606.ENSP00000393963	0	0	0	0	0.511	0.064	0	0.451	0.727
PLK1	CENPT	9606.ENSP00000300093	9606.ENSP00000457810	0	0	0	0	0.199	0	0.500	0.376	0.728
PLK1	DSN1	9606.ENSP00000300093	9606.ENSP00000389810	0	0	0	0	0.172	0.087	0.500	0.369	0.730
PLK1	MIS18BP1	9606.ENSP00000300093	9606.ENSP00000309790	0	0	0	0	0.265	0	0	0.651	0.732
PLK1	KNTC1	9606.ENSP00000300093	9606.ENSP00000328236	0	0	0	0	0.358	0	0.500	0.256	0.740
PLK1	SPC24	9606.ENSP00000300093	9606.ENSP00000465075	0	0	0	0	0.248	0	0.500	0.370	0.742
PLK1	PDS5A	9606.ENSP00000300093	9606.ENSP00000303427	0	0	0	0	0.082	0.101	0.500	0.458	0.746
PLK1	NUMA1	9606.ENSP00000300093	9606.ENSP00000377298	0	0	0	0	0.122	0.183	0	0.675	0.747
PLK1	ANAPC1	9606.ENSP00000300093	9606.ENSP00000339109	0	0	0	0	0.060	0.217	0.500	0.396	0.748
PLK1	STAG1	9606.ENSP00000300093	9606.ENSP00000372689	0	0	0	0	0.116	0.236	0.500	0.377	0.761
PLK1	CDC23	9606.ENSP00000300093	9606.ENSP00000378350	0	0	0	0	0.082	0.125	0.500	0.487	0.766
PLK1	ZWILCH	9606.ENSP00000300093	9606.ENSP00000311429	0	0	0	0	0.277	0.091	0.500	0.387	0.771
PLK1	CHFR	9606.ENSP00000300093	9606.ENSP00000392395	0	0	0	0	0	0.634	0	0.435	0.784
PLK1	BOD1	9606.ENSP00000300093	9606.ENSP00000309644	0	0	0	0	0.044	0	0.720	0.261	0.784
PLK1	CDC16	9606.ENSP00000300093	9606.ENSP00000348554	0	0	0	0	0.073	0.222	0.500	0.492	0.792
PLK1	CDT1	9606.ENSP00000300093	9606.ENSP00000301019	0	0	0	0	0.435	0	0	0.652	0.795
PLK1	NCAPD3	9606.ENSP00000300093	9606.ENSP00000433681	0	0	0	0	0.274	0.292	0.500	0.312	0.799
PLK1	KLHL22	9606.ENSP00000300093	9606.ENSP00000331682	0	0	0	0	0	0.510	0	0.616	0.803
PLK1	HAUS6	9606.ENSP00000300093	9606.ENSP00000369871	0	0	0	0	0.107	0	0.500	0.610	0.810
PLK1	NUSAP1	9606.ENSP00000300093	9606.ENSP00000499238	0	0	0	0	0.502	0	0	0.637	0.811
PLK1	PAFAH1B1	9606.ENSP00000300093	9606.ENSP00000380378	0	0	0	0	0.042	0.078	0.800	0.089	0.817
PLK1	SMC4	9606.ENSP00000300093	9606.ENSP00000341382	0	0	0	0	0.277	0.247	0.500	0.422	0.821
PLK1	DYNC1H1	9606.ENSP00000300093	9606.ENSP00000348965	0	0	0	0	0.042	0	0.800	0.183	0.829
PLK1	CEP55	9606.ENSP00000300093	9606.ENSP00000360540	0	0	0	0	0.407	0	0	0.737	0.837
PLK1	KNL1	9606.ENSP00000300093	9606.ENSP00000335463	0	0	0	0	0.296	0.069	0.500	0.569	0.840
PLK1	MAD1L1	9606.ENSP00000300093	9606.ENSP00000385334	0	0	0	0	0.056	0.071	0.800	0.216	0.844
PLK1	GOLGA2	9606.ENSP00000300093	9606.ENSP00000416097	0	0	0	0	0.049	0	0.800	0.247	0.844
PLK1	BUB3	9606.ENSP00000300093	9606.ENSP00000357858	0	0	0	0	0.178	0	0.500	0.670	0.852
PLK1	SKA2	9606.ENSP00000300093	9606.ENSP00000333433	0	0	0	0	0.125	0	0.800	0.251	0.857
PLK1	NDE1	9606.ENSP00000300093	9606.ENSP00000379643	0	0	0	0	0.060	0	0.800	0.318	0.860
PLK1	CLASP2	9606.ENSP00000300093	9606.ENSP00000327760	0	0	0	0	0.054	0.091	0.800	0.318	0.867
PLK1	CEP63	9606.ENSP00000300093	9606.ENSP00000336524	0	0	0	0	0	0	0.800	0.398	0.874
PLK1	CETN2	9606.ENSP00000300093	9606.ENSP00000359300	0	0	0	0	0.044	0.042	0.800	0.428	0.881
PLK1	TACC3	9606.ENSP00000300093	9606.ENSP00000326550	0	0	0	0	0.753	0.183	0	0.472	0.884
PLK1	CHEK2	9606.ENSP00000300093	9606.ENSP00000372023	0	0	0	0.613	0.181	0.726	0	0.590	0.900
PLK1	MAPRE1	9606.ENSP00000300093	9606.ENSP00000364721	0	0	0	0	0.062	0.115	0.800	0.472	0.900
PLK1	CDCA3	9606.ENSP00000300093	9606.ENSP00000442068	0	0	0	0	0.847	0	0	0.398	0.904
PLK1	SMC3	9606.ENSP00000300093	9606.ENSP00000354720	0	0	0	0	0.110	0.641	0.500	0.533	0.915
PLK1	DCTN1	9606.ENSP00000300093	9606.ENSP00000354791	0	0	0	0	0.082	0.329	0.800	0.397	0.915
PLK1	CKAP5	9606.ENSP00000300093	9606.ENSP00000432768	0	0	0	0	0.200	0.127	0.800	0.478	0.917
PLK1	CCNF	9606.ENSP00000300093	9606.ENSP00000380256	0	0	0	0	0.793	0.292	0	0.487	0.918
PLK1	NCAPG2	9606.ENSP00000300093	9606.ENSP00000387007	0	0	0	0	0.307	0.301	0.500	0.705	0.919
PLK1	RCC2	9606.ENSP00000300093	9606.ENSP00000364585	0	0	0	0	0.145	0	0.800	0.591	0.924
PLK1	SMC1A	9606.ENSP00000300093	9606.ENSP00000323421	0	0	0	0	0.132	0.760	0.500	0.359	0.924
PLK1	KIF2A	9606.ENSP00000300093	9606.ENSP00000385000	0	0	0	0	0.156	0.165	0.800	0.544	0.927
PLK1	UBE2C	9606.ENSP00000300093	9606.ENSP00000348838	0	0	0	0	0.610	0.052	0.400	0.712	0.927
PLK1	ZWINT	9606.ENSP00000300093	9606.ENSP00000363055	0	0	0	0	0.302	0	0.800	0.544	0.930
PLK1	SKA3	9606.ENSP00000300093	9606.ENSP00000319417	0	0	0	0	0.450	0.292	0.720	0.467	0.934
PLK1	NEK2	9606.ENSP00000300093	9606.ENSP00000355966	0	0	0	0.645	0.553	0	0.800	0.365	0.938
PLK1	AURKB	9606.ENSP00000300093	9606.ENSP00000313950	0	0	0	0.744	0.789	0.212	0.500	0.351	0.939
PLK1	SPAG5	9606.ENSP00000300093	9606.ENSP00000323300	0	0	0	0	0.712	0.455	0	0.660	0.942
PLK1	TPX2	9606.ENSP00000300093	9606.ENSP00000300403	0	0	0	0	0.805	0	0	0.727	0.944
PLK1	PTTG1	9606.ENSP00000300093	9606.ENSP00000377536	0	0	0	0	0.582	0	0.500	0.809	0.956
PLK1	CCNA2	9606.ENSP00000300093	9606.ENSP00000481380	0	0	0	0	0.757	0	0	0.836	0.958
PLK1	CENPF	9606.ENSP00000300093	9606.ENSP00000355922	0	0	0	0	0.508	0	0.800	0.748	0.973
PLK1	CDCA8	9606.ENSP00000300093	9606.ENSP00000362146	0	0	0	0	0.645	0	0.500	0.866	0.974
PLK1	CDC25A	9606.ENSP00000300093	9606.ENSP00000303706	0	0	0	0	0.318	0.139	0.900	0.637	0.975
PLK1	NEDD1	9606.ENSP00000300093	9606.ENSP00000451211	0	0	0	0	0.061	0.360	0.800	0.833	0.977
PLK1	INCENP	9606.ENSP00000300093	9606.ENSP00000378295	0	0	0	0	0.545	0.242	0.800	0.726	0.978
PLK1	BIRC5	9606.ENSP00000300093	9606.ENSP00000301633	0	0	0	0	0.852	0	0.500	0.756	0.980
PLK1	CENPA	9606.ENSP00000300093	9606.ENSP00000336868	0	0	0	0	0.648	0.107	0.800	0.837	0.988
PLK1	NUDC	9606.ENSP00000300093	9606.ENSP00000319664	0	0	0	0	0.076	0.292	0.900	0.867	0.990
PLK1	WEE1	9606.ENSP00000300093	9606.ENSP00000402084	0	0	0	0.554	0.130	0.590	0.750	0.926	0.992
PLK1	CDK1	9606.ENSP00000300093	9606.ENSP00000378699	0	0	0	0.624	0.814	0.150	0.900	0.660	0.993
PLK1	KIF2C	9606.ENSP00000300093	9606.ENSP00000361298	0	0	0	0	0.854	0.318	0.800	0.777	0.994
PLK1	BUB1	9606.ENSP00000300093	9606.ENSP00000302530	0	0	0	0	0.587	0.390	0.800	0.936	0.996
PLK1	BORA	9606.ENSP00000300093	9606.ENSP00000479266	0	0	0	0	0.322	0.837	0.900	0.808	0.997
PLK1	ERCC6L	9606.ENSP00000300093	9606.ENSP00000334675	0	0	0	0	0.332	0.858	0.800	0.948	0.998
PLK1	CDC20	9606.ENSP00000300093	9606.ENSP00000361540	0	0	0	0	0.951	0.994	0.800	0.910	0.999
PLK1	CDC25C	9606.ENSP00000300093	9606.ENSP00000321656	0	0	0	0	0.646	0.850	0.900	0.951	0.999
PLK1	FZR1	9606.ENSP00000300093	9606.ENSP00000378529	0	0	0	0	0.350	0.994	0.500	0.649	0.999
PLK5	AURKA	9606.ENSP00000468376	9606.ENSP00000216911	0	0	0	0	0.244	0.212	0	0.306	0.550
PLK5	CCNA1	9606.ENSP00000468376	9606.ENSP00000255465	0	0	0	0	0.401	0	0	0.232	0.520
PLK5	CCNB1	9606.ENSP00000468376	9606.ENSP00000256442	0	0	0	0	0.359	0.278	0	0.218	0.606
PLK5	KIF23	9606.ENSP00000468376	9606.ENSP00000260363	0	0	0	0	0.300	0.158	0	0.255	0.522
PLK5	KIF11	9606.ENSP00000468376	9606.ENSP00000260731	0	0	0	0	0.375	0.071	0	0.288	0.550
PLK5	CDK2	9606.ENSP00000468376	9606.ENSP00000266970	0	0	0	0	0.297	0.150	0	0.165	0.457
PLK5	SMC2	9606.ENSP00000468376	9606.ENSP00000286398	0	0	0	0	0.204	0.247	0	0.116	0.423
PLK5	BUB1B	9606.ENSP00000468376	9606.ENSP00000287598	0	0	0	0	0.244	0.175	0	0.276	0.509
PLK5	CCNB2	9606.ENSP00000468376	9606.ENSP00000288207	0	0	0	0	0.359	0.278	0	0.160	0.577
PLK5	MAD2L1	9606.ENSP00000468376	9606.ENSP00000296509	0	0	0	0	0.339	0.294	0	0.186	0.586
PLK5	RAD21	9606.ENSP00000468376	9606.ENSP00000297338	0	0	0	0	0.198	0.514	0	0.155	0.641
PLK5	BUB1	9606.ENSP00000468376	9606.ENSP00000302530	0	0	0	0	0.237	0.175	0	0.239	0.479
PLK5	AURKC	9606.ENSP00000468376	9606.ENSP00000302898	0	0	0	0	0.244	0.212	0	0.303	0.549
PLK5	AURKB	9606.ENSP00000468376	9606.ENSP00000313950	0	0	0	0	0.244	0.212	0	0.338	0.571
PLK5	CDC25C	9606.ENSP00000468376	9606.ENSP00000321656	0	0	0	0	0.128	0.139	0	0.359	0.477
PLK5	SMC1A	9606.ENSP00000468376	9606.ENSP00000323421	0	0	0	0	0.102	0.514	0	0.116	0.580
PLK5	TACC3	9606.ENSP00000468376	9606.ENSP00000326550	0	0	0	0	0.300	0.183	0	0.118	0.451
PLK5	SMC4	9606.ENSP00000468376	9606.ENSP00000341382	0	0	0	0	0.141	0.247	0	0.182	0.424
PLK5	SMC3	9606.ENSP00000468376	9606.ENSP00000354720	0	0	0	0	0.091	0.407	0	0.238	0.553
PLK5	CDC20	9606.ENSP00000468376	9606.ENSP00000361540	0	0	0	0	0.357	0.127	0	0.163	0.489
PLK5	CHEK2	9606.ENSP00000468376	9606.ENSP00000372023	0	0	0	0	0.104	0.301	0	0.299	0.523
PLK5	INCENP	9606.ENSP00000468376	9606.ENSP00000378295	0	0	0	0	0.385	0.091	0	0.272	0.557
PLK5	FZR1	9606.ENSP00000468376	9606.ENSP00000378529	0	0	0	0	0.336	0.127	0	0.163	0.472
PLK5	CDK1	9606.ENSP00000468376	9606.ENSP00000378699	0	0	0	0	0.297	0.150	0	0.265	0.522
PLK5	WEE1	9606.ENSP00000468376	9606.ENSP00000402084	0	0	0	0	0.088	0.322	0	0.272	0.510
PLK5	CDK3	9606.ENSP00000468376	9606.ENSP00000410561	0	0	0	0	0.297	0.150	0	0.107	0.419
PLK5	CCNA2	9606.ENSP00000468376	9606.ENSP00000481380	0	0	0	0	0.401	0	0	0.230	0.519
PMF1	TEX14	9606.ENSP00000357256	9606.ENSP00000240361	0	0	0	0	0	0	0	0.434	0.434
PMF1	CCNB1	9606.ENSP00000357256	9606.ENSP00000256442	0	0	0	0	0.075	0	0.400	0	0.421
PMF1	NDC80	9606.ENSP00000357256	9606.ENSP00000261597	0	0	0	0	0.044	0.616	0.540	0.357	0.877
PMF1	NUF2	9606.ENSP00000357256	9606.ENSP00000271452	0	0	0	0	0.049	0.823	0.540	0.483	0.954
PMF1	CENPC	9606.ENSP00000357256	9606.ENSP00000273853	0	0	0	0	0.067	0.948	0	0.550	0.976
PMF1	SPC25	9606.ENSP00000357256	9606.ENSP00000282074	0	0	0	0	0.056	0.781	0.540	0	0.896
PMF1	BUB1B	9606.ENSP00000357256	9606.ENSP00000287598	0	0	0	0	0.107	0.164	0.500	0.358	0.728
PMF1	CCNB2	9606.ENSP00000357256	9606.ENSP00000288207	0	0	0	0	0.069	0	0.400	0	0.418
PMF1	MAD2L1	9606.ENSP00000357256	9606.ENSP00000296509	0	0	0	0	0.101	0	0.500	0.163	0.591
PMF1	PLK1	9606.ENSP00000357256	9606.ENSP00000300093	0	0	0	0	0.106	0	0.500	0.077	0.551
PMF1	BUB1	9606.ENSP00000357256	9606.ENSP00000302530	0	0	0	0	0.068	0.781	0	0.247	0.833
PMF1	NUDC	9606.ENSP00000357256	9606.ENSP00000319664	0	0	0	0	0.058	0	0.500	0	0.508
PMF1	KNL1	9606.ENSP00000357256	9606.ENSP00000335463	0	0	0	0	0	0.786	0.540	0.814	0.980
PMF1	CENPA	9606.ENSP00000357256	9606.ENSP00000336868	0	0	0	0	0.111	0	0	0.481	0.520
PMF1	NSL1	9606.ENSP00000357256	9606.ENSP00000355944	0	0	0	0	0.056	0.983	0.900	0.949	0.999
PMF1	CDK1	9606.ENSP00000357256	9606.ENSP00000378699	0	0	0	0	0.077	0	0.400	0.079	0.446
PMF1	BUB3	9606.ENSP00000357256	9606.ENSP00000357858	0	0	0	0	0.055	0	0.500	0.089	0.532
PMF1	CDC20	9606.ENSP00000357256	9606.ENSP00000361540	0	0	0	0	0.106	0	0.500	0.121	0.573
PMF1	CENPT	9606.ENSP00000357256	9606.ENSP00000457810	0	0	0	0	0.049	0	0	0.658	0.661
PMF1	SPC24	9606.ENSP00000357256	9606.ENSP00000465075	0	0	0	0	0.207	0.837	0.540	0.589	0.972
PMF1	ZWINT	9606.ENSP00000357256	9606.ENSP00000363055	0	0	0	0	0.054	0.892	0.540	0.889	0.994
PMF1	DSN1	9606.ENSP00000357256	9606.ENSP00000389810	0	0	0	0	0.049	0.986	0.900	0.997	0.999
